Locus_tag	caec-3-291	caec-3-292	caec-3-293	caec-3-294	caec-3-295	caec-4-291	caec-4-292	caec-4-294	caec-6-141	caec-8-141	caec-8-142	caec-8-143	Bw1	Bw2	Bw3	Class_curated	Subsystem Name	Product PATRIC											
WCP94_003558	1193	575	79	475	382	291	193	385	141	94	451	129	546	1240	1028	#N/A	#N/A	"peptidase, M24 family"											
WCP94_003559	791	844	148	1016	826	117	140	510	132	105	294	91	382	633	583	#N/A	#N/A	"Succinyl-CoA synthetase, alpha subunit-related enzymes"											
WCP94_003560	900	1207	220	1285	1042	183	216	602	225	136	444	193	191	368	316	#N/A	#N/A	hypothetical protein											
WCP94_003561	5953	4164	567	2507	2589	1203	873	1313	851	469	1519	552	774	1550	1317	#N/A	#N/A	Adenylate kinase (EC 2.7.4.3)											
WCP94_003562	368	366	104	660	575	77	81	428	67	70	160	75	135	207	235	#N/A	#N/A	Acetyltransferase											
WCP94_003563	513	720	93	944	796	78	129	513	130	123	213	86	478	909	841	"Cofactors, Vitamins, Prosthetic Groups"	"Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways"	Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)											
WCP94_003564	1046	1005	149	1088	946	244	237	927	193	136	665	229	479	897	792	Respiration	Biogenesis of c-type cytochromes	"HemX protein, negative effector of steady-state concentration of glutamyl-tRNA reductase"											
WCP94_003565	2141	2135	312	2658	2869	598	507	1773	444	346	1359	474	628	1464	1242	Respiration	Biogenesis of c-type cytochromes	Glutamyl-tRNA reductase (EC 1.2.1.70)											
WCP94_003566	409	465	94	848	599	80	113	455	78	55	293	109	110	307	279	#N/A	#N/A	hypothetical protein											
WCP94_003567	10492	11696	2061	15431	13991	1564	1672	9755	1781	1080	3041	1369	5407	8421	7734	Nucleosides and Nucleotides	DeNovo Purine Biosynthesis	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)											
WCP94_003568	1137	916	99	957	856	322	175	628	158	120	604	192	889	1576	1259	#N/A	#N/A	Smr protein/MutS2											
WCP94_003569	1443	905	192	1005	1027	404	229	1119	255	258	922	205	606	852	955	#N/A	#N/A	#N/A											
WCP94_003570	104051	89643	14899	97721	87418	34407	26509	70555	29833	20040	62885	22323	25109	63494	47129	Energy and Precursor Metabolites Generation	Pyruvate:ferredoxin oxidoreductase	Pyruvate-flavodoxin oxidoreductase											
WCP94_003571	16385	14956	2430	15340	12251	3807	3048	9421	4494	3078	8309	2537	3450	8668	6310	Energy and Precursor Metabolites Generation	"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate"	BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)											
WCP94_003572	7789	8345	1470	10296	7680	2115	1850	4591	2706	1772	4213	1538	1246	3413	2400	Carbohydrates	Ethanolamine utilization	Acetate kinase (EC 2.7.2.1)											
WCP94_003573	687	774	155	1159	988	146	138	809	159	96	353	91	89	185	171	#N/A	#N/A	tRNA dimethylallyltransferase (EC 2.5.1.75)											
WCP94_003574	558	619	124	603	748	130	109	658	131	79	332	87	55	136	111	#N/A	#N/A	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)											
WCP94_003575	520	621	101	643	542	125	115	549	137	57	281	59	64	153	121	#N/A	#N/A	16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)											
WCP94_003576	8318	4951	621	3941	3891	2175	1274	3214	1240	563	3708	1049	2962	5521	4620	RNA Processing	Ribonuclease J family	"Metallo-beta-lactamase family protein, RNA- specific"											
WCP94_003577	3913	2221	315	1785	1843	1036	515	1925	493	291	1585	348	1165	2077	1840	#N/A	#N/A	decarboxylase family protein											
WCP94_003578	1114	635	103	743	782	300	220	875	149	92	600	158	232	435	362	#N/A	#N/A	tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)											
WCP94_003579	4777	1454	234	1777	1576	1831	989	4031	360	372	2670	843	8366	17522	15919	#N/A	#N/A	NADPH:quinone oxidoreductase											
WCP94_003580	2905	1973	326	1607	1459	1099	831	1103	424	267	2284	388	16745	35626	29871	#N/A	#N/A	Cysteine desulfurase (EC 2.8.1.7) =&gt; NifS											
WCP94_003581	1125	994	165	694	702	494	253	369	210	144	912	138	56995	95364	89755	#N/A	#N/A	Iron-sulfur cluster assembly scaffold protein NifU											
WCP94_003582	15	13	4	11	9	2	6	23	1	2	7	6	23	52	34	#N/A	#N/A	#N/A											
WCP94_003583	87	69	7	151	136	49	33	126	19	17	54	26	200	415	342	Respiration	Quinone oxidoreductase family	Quinone oxidoreductase (EC 1.6.5.5)											
WCP94_003584	361	231	33	379	284	137	89	404	46	42	222	76	661	1129	1009	#N/A	#N/A	#N/A											
WCP94_003585	1497	1125	100	755	855	346	199	573	116	111	673	142	1429	2676	2354	#N/A	#N/A	hypothetical protein											
WCP94_003586	22878	7361	997	8560	7778	8204	4541	21229	1816	1302	10673	2320	2000	3697	3100	#N/A	#N/A	Amidohydrolase-like											
WCP94_003587	129	99	27	102	52	38	26	197	21	10	109	19	207	406	338	#N/A	#N/A	#N/A											
WCP94_003588	93	44	5	49	83	61	18	101	12	9	60	10	104	188	235	#N/A	#N/A	#N/A											
WCP94_003589	2279	802	158	1318	1354	612	397	1252	170	80	1116	238	1153	2638	2435	#N/A	#N/A	hypothetical protein											
WCP94_003590	801	307	81	665	689	294	236	957	90	55	482	120	683	1195	1194	#N/A	#N/A	hypothetical protein											
WCP94_003591	930	747	161	1370	1112	202	212	1355	96	111	519	180	559	1053	884	#N/A	#N/A	hypothetical protein											
WCP94_003592	283	303	36	477	378	66	66	395	36	42	174	73	275	561	498	#N/A	#N/A	hypothetical protein											
WCP94_003593	159	140	34	291	169	33	28	163	27	20	115	30	228	394	315	#N/A	#N/A	#N/A											
WCP94_003594	2	3	0	9	3	0	1	11	2	2	2	2	28	35	27	#N/A	#N/A	#N/A											
WCP94_003595	93	19	0	170	224	34	22	37	27	4	294	233	6653	13116	11223	#N/A	#N/A	hypothetical protein											
WCP94_003596	97	57	6	278	227	40	57	76	48	8	234	210	2648	5775	4968	#N/A	#N/A	hypothetical protein											
WCP94_003597	32	13	0	59	31	43	20	20	4	2	60	24	378	1092	858	#N/A	#N/A	hypothetical protein											
WCP94_003598	8	3	0	20	19	6	11	5	0	3	9	11	145	329	282	#N/A	#N/A	hypothetical protein											
WCP94_003599	12	1	0	15	9	0	0	2	0	0	10	5	20	50	64	#N/A	#N/A	#N/A											
WCP94_003600	9	3	0	13	3	6	2	22	2	2	29	16	78	134	92	#N/A	#N/A	hypothetical protein											
WCP94_003601	269	158	22	313	174	79	63	202	23	37	191	64	518	1296	979	DNA Processing	"DNA repair, bacterial"	DNA polymerase IV (EC 2.7.7.7)											
WCP94_003602	925	997	219	1392	1194	173	161	1075	178	149	371	104	695	1403	1226	#N/A	#N/A	"Lipid carrier : UDP-N- acetylgalactosaminyltransferase (EC 2.4.1.-) / Alpha-1,3-N- acetylgalactosamine transferase PglA (EC 2.4.1.-)"											
WCP94_003603	1888	1634	367	2340	2056	459	464	1580	355	265	729	444	713	1957	1447	#N/A	#N/A	FIG071646: Sugar transferase											
WCP94_003604	770	563	121	412	394	351	266	242	105	199	721	249	1042	2151	1790	#N/A	#N/A	"Uptake [NiFe] hydrogenase, small subunit HyaA (EC 1.12.99.6)"											
WCP94_003605	862	597	115	514	517	401	336	376	151	185	840	240	592	1630	1309	#N/A	#N/A	"Uptake [NiFe] hydrogenase, large subunit HyaB (EC 1.12.99.6)"											
WCP94_003606	211	163	42	94	115	75	94	109	29	76	183	79	188	390	377	#N/A	#N/A	"Uptake [NiFe] hydrogenase, cytochrome b subunit HyaC"											
WCP94_003607	251	216	44	205	233	111	115	136	45	66	271	79	184	385	306	#N/A	#N/A	Hydrogenase maturation protease											
WCP94_003608	695	924	126	787	928	160	185	331	117	99	378	100	1267	2455	2179	#N/A	#N/A	S-methyl-5-thioribose-1-phosphate isomerase (EC 5.3.1.23)											
WCP94_003609	294	268	49	248	185	76	55	107	35	19	144	30	139	316	203	#N/A	#N/A	hypothetical protein											
WCP94_003610	776	714	112	508	484	211	108	182	142	80	321	80	348	683	555	#N/A	#N/A	5'-methylthioadenosine phosphorylase (EC 2.4.2.28)											
WCP94_003611	545	368	66	241	235	235	61	191	54	55	254	59	609	927	906	#N/A	#N/A	hypothetical protein											
WCP94_003612	3509	1855	298	890	878	758	427	446	371	250	980	235	893	2062	1599	#N/A	#N/A	Proton/glutamate symporter @ Sodium/glutamate symporter											
WCP94_003613	1965	570	47	330	260	499	200	624	74	82	533	161	3899	6099	6588	#N/A	#N/A	FIG00604486: hypothetical protein											
WCP94_003614	3436	1179	183	1243	1264	1006	577	2382	277	202	1373	434	2511	4955	4266	#N/A	#N/A	Demethylmenaquinone methyltransferase (EC 2.1.1.163)											
WCP94_003615	5116	1900	279	2161	2057	1633	989	3098	437	327	2627	621	1189	2671	2045	#N/A	#N/A	hypothetical protein											
WCP94_003616	6950	3564	303	1400	1718	1446	882	1159	740	371	1645	435	1271	2529	2201	#N/A	#N/A	Integration host factor alpha subunit											
WCP94_003617	2490	1503	164	755	640	431	251	448	346	138	697	226	699	1176	1090	#N/A	#N/A	"Histidine triad (HIT) nucleotide-binding protein, similarity with At5g48545 and yeast YDL125C (HNT1)"											
WCP94_003618	202	222	44	450	397	49	44	354	59	27	130	14	114	189	128	#N/A	#N/A	Radical SAM domain protein											
WCP94_003619	140	197	59	629	353	25	39	469	36	28	159	59	196	266	254	#N/A	#N/A	#N/A											
WCP94_003620	4303	5618	1142	11187	10336	945	1208	6492	1064	680	2454	799	860	2270	1803	#N/A	#N/A	Superfamily II DNA and RNA helicases											
WCP94_003621	549	586	149	1369	945	142	154	1025	102	72	404	158	122	245	232	#N/A	#N/A	#N/A											
WCP94_003622	1227	1252	274	3041	2253	293	301	2022	259	195	934	427	1901	3939	3477	#N/A	#N/A	"Glycosyl transferase, group 1 family protein"											
WCP94_003623	2859	2636	289	4196	3610	839	678	1698	555	390	1591	551	4835	10499	8802	Amino Acids and Derivatives	Cysteine synthesis	Cysteine synthase (EC 2.5.1.47)											
WCP94_003624	311	315	53	387	402	83	38	175	59	71	180	55	95	189	179	Metabolite damage and its repair or mitigation	D-tyrosyl-tRNA(Tyr) deacylase	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)											
WCP94_003625	3181	2806	338	2245	2142	627	359	1270	565	360	1222	307	2736	4871	4361	"Cofactors, Vitamins, Prosthetic Groups"	Biotin synthesis & utilization	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)											
WCP94_003626	605	683	150	1260	1140	157	127	937	150	170	329	132	231	511	422	"Fatty Acids, Lipids, and Isoprenoids"	Nonmevalonate Branch of Isoprenoid Biosynthesis	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) / 2-C-methyl-D- erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)"											
WCP94_003627	4285	4646	945	5851	6414	965	837	4402	997	662	2035	595	1361	2561	2075	#N/A	#N/A	FIG137478: Hypothetical protein											
WCP94_003628	3027	3715	615	4826	5629	851	765	5176	767	428	1746	448	1753	3422	2980	#N/A	#N/A	hypothetical protein											
WCP94_003629	6038	5978	901	7805	7745	1514	1227	7444	1227	785	3144	922	3309	5954	5310	Nucleosides and Nucleotides	DeNovo Purine Biosynthesis	"Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)"											
WCP94_003630	10174	7163	1382	8679	8669	2824	1777	8967	1729	1023	5220	1263	5342	12398	9891	#N/A	#N/A	CTP synthase (EC 6.3.4.2)											
WCP94_003631	1186	1049	206	1689	1510	316	298	1507	257	188	627	227	1538	3013	2499	"Cell Envelope, Capsule and Slime layer"	KDO2-Lipid A biosynthesis	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)											
WCP94_003632	462	470	93	808	710	129	140	594	112	66	217	117	256	520	482	"Cell Cycle, Cell Division and Death"	Ribosomal hibernation related cluster	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)											
WCP94_003633	1343	1096	224	1885	1827	438	322	1314	311	177	671	292	648	1197	1063	Membrane Transport	Lpt lipopolysaccharide transport system	Lipopolysaccharide export system protein LptC											
WCP94_003634	1169	840	218	1597	1321	258	241	1008	224	128	505	228	300	773	699	Membrane Transport	Lpt lipopolysaccharide transport system	Lipopolysaccharide export system protein LptA											
WCP94_003635	1059	1172	240	2060	1858	357	277	1107	258	169	639	305	213	520	424	"Cell Envelope, Capsule and Slime layer"	KDO2-Lipid A biosynthesis	"Lipopolysaccharide ABC transporter, ATP-binding protein LptB"											
WCP94_003636	12	13	2	34	12	3	1	36	6	1	7	7	2	6	4	#N/A	#N/A	#N/A											
WCP94_003637	4161	2761	453	6036	5628	837	598	13953	437	489	1454	445	17202	29584	26132	"Cell Cycle, Cell Division and Death"	Ribosomal hibernation related cluster	RNA polymerase sigma-54 factor RpoN											
WCP94_003638	14997	4104	405	2618	2681	3178	1114	5098	969	454	5425	907	10708	18437	17874	Protein Synthesis	Ribosome activity modulation	Ribosome hibernation promoting factor Hpf											
WCP94_003639	1783	858	140	1398	1448	430	213	2163	215	160	703	194	272	614	482	"Cell Cycle, Cell Division and Death"	Ribosomal hibernation related cluster	RNase adapter protein RapZ											
WCP94_003640	430	410	94	952	641	119	111	726	89	71	286	98	728	1421	1222	#N/A	#N/A	"Transporter, LysE family"											
WCP94_003641	22	43	4	212	171	20	12	434	2	9	9	3	48	82	54	#N/A	#N/A	Metal-dependent hydrolase											
WCP94_003642	35	24	9	124	104	25	21	301	2	0	17	13	34	56	37	#N/A	#N/A	#N/A											
WCP94_003643	118	102	21	289	172	49	18	1415	13	11	40	7	323	393	436	#N/A	#N/A	putative membrane protein											
WCP94_003644	888	532	85	1029	676	322	262	1275	91	149	628	181	2766	5058	4490	#N/A	#N/A	Phage protein											
WCP94_003645	25	29	5	33	32	6	4	44	3	1	11	13	43	85	71	#N/A	#N/A	hypothetical protein											
WCP94_003646	200	205	22	150	171	36	26	140	24	12	66	33	222	449	452	#N/A	#N/A	hypothetical protein											
WCP94_003647	270	211	10	91	98	35	22	92	42	8	50	9	61	162	139	#N/A	#N/A	hypothetical protein											
WCP94_003648	1258	499	93	475	174	108	65	418	83	88	249	71	137	265	245	#N/A	#N/A	hypothetical protein											
WCP94_003649	118	85	41	501	334	35	48	575	21	30	95	29	963	1686	1697	#N/A	#N/A	hypothetical protein											
WCP94_003650	97	55	9	90	81	27	12	132	10	10	73	15	249	430	471	#N/A	#N/A	#N/A											
WCP94_003651	1378	747	122	940	918	525	338	651	171	156	896	324	2871	5546	4971	#N/A	#N/A	"Helix-turn-helix protein, CopG family"											
WCP94_003652	770	585	74	689	861	262	205	588	111	64	499	105	1280	2099	1991	#N/A	#N/A	hypothetical protein											
WCP94_003653	99	74	10	156	98	43	31	202	22	18	91	4	183	296	251	#N/A	#N/A	hypothetical protein											
WCP94_003654	6	4	0	15	10	10	0	6	0	0	6	0	17	26	33	#N/A	#N/A	hypothetical protein											
WCP94_003655	2	6	0	16	3	6	0	4	4	1	10	4	8	15	14	#N/A	#N/A	hypothetical protein											
WCP94_003656	14	9	0	20	8	16	7	18	2	4	9	10	39	62	42	#N/A	#N/A	hypothetical protein											
WCP94_003657	13	6	0	14	6	4	3	2	2	0	4	5	16	25	30	#N/A	#N/A	hypothetical protein											
WCP94_003658	3	0	0	4	1	1	0	0	0	0	0	0	0	0	1	#N/A	#N/A	hypothetical protein											
WCP94_003659	36	61	6	95	42	25	22	15	7	9	37	30	112	150	188	#N/A	#N/A	hypothetical protein											
WCP94_003660	22	22	6	23	23	2	7	11	0	2	7	20	34	48	66	#N/A	#N/A	Phage tail fiber protein											
WCP94_003661	21	21	0	39	33	8	2	10	0	0	12	2	66	80	116	#N/A	#N/A	hypothetical protein											
WCP94_003662	10	1	0	17	4	4	1	21	0	4	15	9	95	138	163	#N/A	#N/A	hypothetical protein											
WCP94_003663	36	40	0	64	52	12	18	17	4	0	42	6	101	153	176	#N/A	#N/A	hypothetical protein											
WCP94_003664	4	0	0	1	2	0	0	1	0	0	0	0	1	9	4	#N/A	#N/A	hypothetical protein											
WCP94_003665	26	17	0	31	22	15	3	12	0	4	5	12	50	62	66	#N/A	#N/A	hypothetical protein											
WCP94_003666	12	18	5	18	28	11	0	18	0	6	10	12	35	74	72	#N/A	#N/A	hypothetical protein											
WCP94_003667	8	3	0	12	11	0	5	3	1	0	7	0	10	20	22	#N/A	#N/A	hypothetical protein											
WCP94_003668	27	10	4	31	11	2	0	13	2	0	15	0	90	193	141	#N/A	#N/A	hypothetical protein											
WCP94_003669	3	7	0	10	0	0	0	7	0	0	1	0	111	206	198	#N/A	#N/A	hypothetical protein											
WCP94_003670	41	38	8	46	43	7	13	91	10	4	29	6	428	738	739	#N/A	#N/A	Phage tail fiber protein											
WCP94_003671	2	5	0	12	3	1	2	7	0	0	2	0	12	26	35	#N/A	#N/A	hypothetical protein											
WCP94_003672	7	1	0	9	8	2	0	0	0	2	5	2	11	24	17	#N/A	#N/A	hypothetical protein											
WCP94_003673	4	3	0	0	0	2	0	2	0	1	2	0	12	16	12	#N/A	#N/A	hypothetical protein											
WCP94_003674	14	5	6	7	6	8	0	2	3	5	14	0	39	79	84	#N/A	#N/A	hypothetical protein											
WCP94_003675	28	14	10	17	22	20	7	9	10	0	16	12	87	97	197	#N/A	#N/A	hypothetical protein											
WCP94_003676	49	22	6	12	19	20	8	11	6	8	27	6	118	101	144	#N/A	#N/A	hypothetical protein											
WCP94_003677	11	9	2	21	2	0	1	1	0	8	2	2	14	20	27	#N/A	#N/A	hypothetical protein											
WCP94_003678	41	21	2	52	44	11	17	20	6	2	36	6	213	272	282	#N/A	#N/A	hypothetical protein											
WCP94_003679	12	22	2	19	17	18	4	11	4	6	4	0	108	190	191	#N/A	#N/A	"Phage terminase, large subunit, PBSX family"											
WCP94_003680	5	4	0	6	0	4	0	4	2	0	0	0	6	21	15	#N/A	#N/A	hypothetical protein											
WCP94_003681	1	0	0	2	7	0	3	2	0	0	3	3	7	10	17	#N/A	#N/A	hypothetical protein											
WCP94_003682	0	3	5	5	3	0	5	3	1	1	5	0	64	120	74	#N/A	#N/A	hypothetical protein											
WCP94_003683	7	4	2	9	5	0	3	1	0	0	2	0	23	58	52	#N/A	#N/A	hypothetical protein											
WCP94_003684	8	15	1	9	7	14	5	3	2	2	5	16	36	72	58	#N/A	#N/A	hypothetical protein											
WCP94_003685	7	6	0	17	19	0	1	8	2	6	8	4	28	39	34	#N/A	#N/A	hypothetical protein											
WCP94_003686	5	4	0	11	9	2	6	7	0	0	2	0	10	8	8	#N/A	#N/A	hypothetical protein											
WCP94_003687	12	5	2	30	9	5	2	4	2	2	10	6	17	13	16	#N/A	#N/A	hypothetical protein											
WCP94_003688	54	19	3	63	45	25	2	16	2	2	36	15	57	92	109	#N/A	#N/A	hypothetical protein											
WCP94_003689	1	0	0	14	2	0	0	14	0	4	3	0	46	89	82	#N/A	#N/A	hypothetical protein											
WCP94_003690	15	28	8	46	46	11	8	29	3	6	22	12	102	179	164	#N/A	#N/A	Phage antirepressor protein											
WCP94_003691	9	15	2	22	17	4	6	11	0	2	9	6	11	16	22	#N/A	#N/A	hypothetical protein											
WCP94_003692	5	1	0	14	3	0	2	5	0	0	10	2	8	11	6	#N/A	#N/A	hypothetical protein											
WCP94_003696	8	3	4	6	10	0	2	11	4	3	2	0	29	52	42	#N/A	#N/A	hypothetical protein											
WCP94_003697	205	97	14	145	27	131	71	66	13	18	112	44	292	335	478	#N/A	#N/A	hypothetical protein											
WCP94_003698	112	75	10	60	30	27	14	45	16	5	66	10	890	1414	1498	#N/A	#N/A	hypothetical protein											
WCP94_003699	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	#N/A	#N/A	#N/A											
WCP94_003700	330	124	17	114	64	100	52	147	23	15	147	29	1896	3235	3139	#N/A	#N/A	hypothetical protein											
WCP94_003701	0	0	0	1	1	0	0	0	0	0	0	0	1	1	2	#N/A	#N/A	hypothetical protein											
WCP94_003702	0	0	0	5	2	0	0	1	1	1	2	1	9	13	16	#N/A	#N/A	hypothetical protein											
WCP94_003703	4	6	0	6	10	6	0	2	0	2	10	0	21	20	7	#N/A	#N/A	hypothetical protein											
WCP94_003704	13	2	0	8	7	11	10	9	1	0	11	2	19	34	33	#N/A	#N/A	hypothetical protein											
WCP94_003705	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	#N/A	#N/A	hypothetical protein											
WCP94_003706	47	73	20	58	54	79	37	48	8	12	102	27	142	329	271	#N/A	#N/A	hypothetical protein											
WCP94_003707	15	17	2	9	8	16	11	24	4	6	21	0	12	36	18	DNA Processing	"DNA repair, bacterial RecFOR pathway"	Single-stranded DNA-binding protein											
WCP94_003708	47	41	8	48	51	76	29	64	5	11	73	19	96	222	145	#N/A	#N/A	hypothetical protein											
WCP94_003709	34	26	2	19	19	13	21	4	2	6	32	0	23	49	49	#N/A	#N/A	hypothetical protein											
WCP94_003710	75	48	4	59	61	43	33	48	8	15	76	17	54	113	139	#N/A	#N/A	hypothetical protein											
WCP94_003711	65	97	12	78	63	18	12	30	9	6	32	5	256	509	465	#N/A	#N/A	putative phage repressor											
WCP94_003712	55	49	6	81	35	24	12	20	16	4	27	6	306	531	462	#N/A	#N/A	hypothetical protein											
WCP94_003713	16	43	12	82	54	15	2	79	1	4	29	7	94	167	128	#N/A	#N/A	#N/A											
WCP94_003714	5	2	0	20	12	1	1	25	0	0	0	5	3	15	6	#N/A	#N/A	hypothetical protein											
WCP94_003715	27	10	6	77	40	7	14	59	10	5	28	6	21	62	55	#N/A	#N/A	hypothetical protein											
WCP94_003716	15	22	0	34	25	10	5	51	1	2	4	3	91	161	163	#N/A	#N/A	hypothetical protein											
WCP94_003717	154	128	26	297	163	49	34	253	9	17	120	35	281	519	519	#N/A	#N/A	Integrase											
WCP94_003718	98	76	20	151	56	13	11	120	10	1	35	3	184	426	427	#N/A	#N/A	Metal-dependent hydrolase											
WCP94_003719	2411	1668	246	2081	1631	480	332	1449	373	266	1030	342	961	1680	1745	Respiration	NiFe hydrogenase maturation	[NiFe] hydrogenase nickel incorporation protein HypA											
WCP94_003720	4587	2416	402	2747	2900	791	559	1868	612	350	1299	455	1079	2180	1841	Respiration	NiFe hydrogenase maturation	[NiFe] hydrogenase nickel incorporation- associated protein HypB											
WCP94_003721	1801	1417	198	1192	1439	628	415	820	291	208	722	251	856	1663	1427	"Cofactors, Vitamins, Prosthetic Groups"	NAD and NADP cofactor biosynthesis global	NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase											
WCP94_003722	1709	1486	187	1274	1252	564	385	814	296	189	804	195	863	1841	1490	Amino Acids and Derivatives	Diaminopimelate Synthesis 	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)											
WCP94_003723	1762	1811	260	1883	1920	573	435	1431	362	219	982	269	1689	3534	3009	DNA Processing	DNA Repair Base Excision	DNA ligase (NAD(+)) (EC 6.5.1.2)											
WCP94_003724	1166	943	136	1398	1216	325	237	1061	176	169	715	145	2989	5503	4874	DNA Processing	"DNA repair, UvrABC system"	Excinuclease ABC subunit B											
WCP94_003725	36	61	7	80	44	2	3	51	14	10	19	0	37	61	66	#N/A	#N/A	#N/A											
WCP94_003726	393	295	40	311	274	74	67	440	57	44	210	29	188	312	253	#N/A	#N/A	"site-specific recombinase, phage integrase family"											
WCP94_003727	252	242	39	349	309	52	73	428	56	38	150	58	143	324	318	#N/A	#N/A	Phage integrase											
WCP94_003728	36	52	8	97	74	11	24	81	8	7	38	20	72	144	122	#N/A	#N/A	hypothetical protein											
WCP94_003729	45	83	19	309	238	32	23	168	26	14	48	33	143	231	223	#N/A	#N/A	hypothetical protein											
WCP94_003730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A	#N/A	hypothetical protein											
WCP94_003731	4	1	1	18	6	3	5	22	0	0	0	0	18	48	19	#N/A	#N/A	hypothetical protein											
WCP94_003732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A	#N/A	hypothetical protein											
WCP94_003733	6	7	2	8	15	4	8	13	1	2	12	4	35	44	64	#N/A	#N/A	hypothetical protein											
WCP94_003734	2	0	0	5	2	0	0	1	2	0	2	0	7	8	9	#N/A	#N/A	hypothetical protein											
WCP94_003735	6	3	2	8	11	6	0	18	0	2	2	0	15	12	10	#N/A	#N/A	hypothetical protein											
WCP94_003736	0	2	0	0	0	0	0	1	0	0	0	0	4	17	12	#N/A	#N/A	hypothetical protein											
WCP94_003737	4	0	0	2	0	0	0	1	0	0	0	0	5	3	2	#N/A	#N/A	hypothetical protein											
WCP94_003738	25	40	0	103	113	4	13	124	2	5	28	4	86	162	127	#N/A	#N/A	"transcriptional regulator cII, putative"											
WCP94_003739	8	10	2	29	16	2	1	39	0	0	26	3	43	75	68	#N/A	#N/A	hypothetical protein											
WCP94_003740	499	291	56	323	257	180	81	445	51	65	364	73	365	587	584	#N/A	#N/A	hypothetical protein											
WCP94_003741	2865	1297	219	1779	1743	1081	712	2289	318	300	1576	471	903	2013	1597	#N/A	#N/A	hypothetical protein											
WCP94_003742	40	42	7	78	37	14	14	85	2	9	16	19	16	15	4	#N/A	#N/A	#N/A											
WCP94_003743	1239	869	113	1145	911	323	255	834	244	147	570	128	629	1261	1112	#N/A	#N/A	protein of unknown function DUF262											
WCP94_003744	194	216	31	305	261	81	49	148	55	26	111	66	87	174	188	#N/A	#N/A	hypothetical protein											
WCP94_003745	1593	1277	182	1483	1137	397	205	991	272	180	805	270	832	1518	1419	#N/A	#N/A	Type III restriction-modification system methylation subunit (EC 2.1.1.72)											
WCP94_003746	2980	1507	299	2186	1515	716	430	1385	350	288	1298	420	682	1475	1309	#N/A	#N/A	FIG00647261: hypothetical protein											
WCP94_003747	892	417	60	275	347	164	95	261	108	67	320	84	201	400	386	#N/A	#N/A	hypothetical protein											
WCP94_003748	192	174	15	188	113	35	15	93	15	8	50	34	140	282	260	#N/A	#N/A	hypothetical protein											
WCP94_003749	9	6	0	14	13	0	0	8	0	0	4	1	11	34	14	#N/A	#N/A	hypothetical protein											
WCP94_003750	66	60	11	89	72	20	7	37	14	17	26	6	207	318	311	#N/A	#N/A	hypothetical protein											
WCP94_003751	58	30	0	54	29	8	7	10	20	4	28	4	118	222	222	#N/A	#N/A	"tail fiber assembly protein, putative"											
WCP94_003752	19	10	0	13	13	0	0	6	0	2	4	0	143	265	283	#N/A	#N/A	hypothetical protein											
WCP94_003753	17	27	0	14	11	2	1	6	0	3	10	0	80	112	95	#N/A	#N/A	#N/A											
WCP94_003754	136	200	28	187	163	32	17	37	48	20	79	38	1839	2086	2746	#N/A	#N/A	hypothetical protein											
WCP94_003755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A	#N/A	#N/A											
WCP94_003756	18	49	0	41	17	12	6	14	18	6	24	4	139	252	237	#N/A	#N/A	Phage protein											
WCP94_003757	67	98	6	45	46	27	15	20	19	9	27	21	549	689	894	#N/A	#N/A	Phage protein											
WCP94_003758	77	66	3	48	24	25	11	19	27	6	25	18	436	571	591	#N/A	#N/A	hypothetical protein											
WCP94_003759	82	110	13	84	54	46	16	20	27	12	35	19	543	605	831	#N/A	#N/A	Phage protein											
WCP94_003760	101	117	7	69	54	21	28	41	39	6	62	2	1026	1193	1673	#N/A	#N/A	hypothetical protein											
WCP94_003761	3	4	1	8	9	5	0	0	1	3	4	4	47	90	71	#N/A	#N/A	probable bacteriophage protein STY1063											
